f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,label,label_flip
2,43,73.48565,0,1,0,100,0,1,119,0,1,1,2,0,1,0,270,387,1672,1189,1,1
0,24,64.66116,0,1,0,100,0,1,458,0,1,1,3,0,1,0,238,404,755,622,0,0
1,44,78.21845,0,1,0,90,0,1,343,0,1,1,3,0,1,0,233,468,1115,985,1,1
0,40,68.31422,0,1,0,100,0,0,154,1,1,0,1,0,0,0,316,617,952,772,1,1
0,26,69.82061,0,1,0,100,0,1,18,0,1,0,2,0,1,0,218,467,1338,832,0,0
3,29,64.84054,0,1,0,79,0,0,0,1,1,1,1,0,1,0,225,977,673,497,0,0
3,38,101.80948,0,1,0,100,0,1,137,1,1,1,3,0,1,0,201,523,637,456,0,0
0,29,79.7857,0,1,1,100,0,0,0,1,1,0,1,0,0,0,374,448,864,936,0,0
3,42,109.29427,0,1,1,100,0,1,162,0,1,1,3,0,0,0,179,314,889,2077,1,1
0,33,71.77418,0,1,0,100,0,0,4,0,1,0,1,1,0,1,194,492,941,1189,0,0
1,29,65.22293,0,1,0,100,0,0,0,0,1,0,1,0,1,0,344,394,814,1261,0,0
2,31,67.77878,0,0,0,100,0,0,3,1,0,1,3,0,1,1,417,1012,1373,540,1,1
0,39,66.56568,0,1,0,90,0,1,495,0,1,1,3,0,0,1,162,120,751,1246,1,1
2,46,70.98046,0,0,0,90,0,0,0,0,1,0,1,0,0,0,261,431,926,565,0,0
3,33,62.79445,0,1,0,100,0,1,846,1,1,1,3,0,1,1,215,436,577,741,1,1
0,36,81.87051,0,1,0,100,0,0,19,1,1,0,1,0,0,0,357,386,1749,782,0,0
0,23,70.49066,0,1,0,100,0,0,0,0,1,0,1,0,1,0,221,320,839,1043,1,1
2,38,85.22273,0,1,0,100,0,1,0,1,1,0,1,0,1,0,358,573,644,483,0,0
3,30,76.1238,0,1,0,90,0,1,15,0,1,1,1,0,0,1,201,708,1127,837,0,0
0,35,71.73028,0,0,1,100,0,1,400,0,1,1,2,0,1,0,403,301,1201,952,0,0
2,38,60.73239,0,1,0,90,0,1,369,0,1,0,1,0,1,1,302,502,1809,1083,0,0
2,30,66.77679,0,1,0,100,0,1,639,0,1,1,1,1,1,0,361,589,725,1216,0,0
3,29,68.44773,0,0,0,90,0,1,1,1,0,1,2,0,1,1,424,499,1096,648,0,0
0,37,70.40285,0,1,0,100,0,0,12,0,0,0,1,0,1,0,483,356,997,969,0,0
0,36,80.74593,0,1,1,90,0,1,497,0,1,1,3,0,0,0,456,149,755,976,1,1
3,42,72.24551,0,1,0,90,0,0,4,0,1,0,1,0,1,0,363,281,637,1016,0,0
0,30,60.36159,1,0,0,100,0,1,376,1,0,1,1,0,1,1,202,317,717,1418,0,0
3,34,65.57795,0,1,0,100,0,0,0,1,1,1,1,1,1,1,309,573,1085,1658,0,0
2,50,83.30568,0,0,0,100,0,1,945,0,1,1,1,0,1,0,234,537,893,1491,0,0
0,34,74.38448,0,0,0,100,0,1,139,0,0,1,3,0,0,1,173,188,1660,1049,1,1
3,40,79.78658,0,0,0,100,0,0,0,0,1,0,1,0,0,0,484,531,3037,535,1,1
0,31,67.74097,0,0,0,100,0,0,17,0,1,1,1,0,0,0,238,425,910,1543,1,0
2,35,71.90441,0,0,0,90,0,1,466,1,0,1,3,0,1,1,315,316,618,461,0,0
0,38,80.92919,0,1,0,100,0,1,1440,0,1,1,3,1,1,0,410,692,555,979,1,1
0,32,78.49468,0,0,0,90,0,1,11,0,1,1,2,0,0,1,282,341,690,1254,1,1
1,35,57.56446,1,0,0,100,0,1,382,1,1,1,1,0,1,0,261,404,716,608,1,1
0,29,77.16684,0,1,0,100,0,0,0,0,1,0,1,0,1,0,636,614,2139,1218,0,0
3,30,71.62825,0,1,0,100,0,0,4,0,1,0,2,0,1,0,464,592,2362,542,0,0
0,41,67.27451,0,1,0,100,0,0,788,0,1,1,1,0,1,0,301,309,475,573,0,0
0,37,60.34367,0,0,0,100,0,1,205,1,1,0,3,0,0,0,230,374,734,733,1,0
3,37,65.93706,0,1,0,90,0,0,6,1,1,0,1,0,1,1,413,233,562,1165,1,1
0,33,66.77355,0,1,0,100,0,0,0,0,0,0,1,0,1,0,256,746,843,981,0,0
3,23,78.05986,0,1,0,100,0,1,328,0,1,1,3,0,1,0,201,283,868,779,1,1
2,37,72.26649,0,0,1,100,0,1,723,1,0,0,1,0,0,1,265,455,719,809,1,1
0,25,79.99216,0,1,0,90,0,0,0,0,1,0,1,0,1,0,237,465,1760,1021,0,0
3,35,66.55551,0,1,0,100,0,0,0,0,1,0,2,0,1,1,202,538,1139,795,0,0
1,37,91.90981,0,1,0,90,0,1,282,0,1,0,3,0,1,1,263,435,624,870,0,0
3,42,55.55413,0,1,0,100,0,0,1354,0,1,1,3,0,1,1,233,407,1368,1125,1,1
2,40,64.85194,0,1,0,90,0,0,0,0,1,0,1,0,1,0,285,579,1162,772,0,0
1,31,57.81528,0,1,0,100,0,0,13,1,1,0,1,0,1,1,440,357,701,574,1,1
0,28,72.16174,0,0,0,100,0,0,810,0,1,0,1,0,1,0,277,295,877,1016,0,0
1,34,69.86372,0,0,0,100,0,1,8,1,1,0,2,0,0,0,298,253,742,702,1,1
0,25,65.01948,0,1,0,90,0,1,0,1,1,0,1,0,1,0,488,350,603,1377,1,1
0,34,66.9124,0,1,0,100,0,1,325,0,1,1,3,0,0,1,364,405,1075,804,1,1
3,33,74.50375,0,1,0,90,1,1,88,0,1,1,3,0,1,0,299,342,478,545,1,1
2,35,60.70566,0,1,0,100,0,1,430,0,0,1,3,0,1,0,389,241,1675,713,0,0
3,32,102.41959,0,0,0,100,0,1,6,1,0,1,1,0,0,1,402,643,1552,1210,0,0
3,33,71.31342,0,1,0,100,0,0,738,0,1,1,1,1,1,1,591,590,718,2146,0,0
0,37,78.51185,0,0,0,100,0,1,318,1,1,1,3,0,1,0,251,449,745,445,0,0
3,39,85.75678,0,1,0,100,0,1,16,0,1,1,1,0,1,0,261,410,685,1008,0,0
0,34,77.05007,0,0,1,100,0,0,0,0,1,0,1,0,1,1,525,697,1184,1012,0,0
2,27,63.42462,0,1,0,90,0,1,167,0,1,1,3,1,1,0,207,321,1185,1804,1,0
0,35,77.07945,0,1,1,100,0,1,195,0,1,1,1,0,0,0,373,391,1179,2576,1,1
1,28,75.29002,0,0,0,90,0,0,0,1,1,0,1,0,1,1,416,280,4524,1398,0,0
0,28,61.05041,0,1,0,100,0,0,0,1,1,1,1,0,1,0,462,401,853,1176,0,0
0,39,72.70231,0,1,0,90,1,0,0,1,1,1,1,0,1,1,243,355,1077,506,0,0
3,27,79.37227,0,1,0,100,0,1,66,1,1,1,3,0,1,1,241,336,2374,673,0,0
2,43,56.99934,0,0,0,100,0,1,0,0,0,1,3,0,0,0,341,278,1168,854,1,1
0,41,66.44118,0,0,0,80,0,0,0,0,1,1,1,0,1,0,170,626,1021,686,0,0
1,29,66.67171,0,0,0,100,0,1,386,1,1,1,2,0,0,1,320,418,793,1765,0,0
3,42,94.73569,0,1,0,100,0,1,1336,0,1,1,3,0,1,0,473,447,967,1004,1,1
0,47,67.82635,0,1,0,90,0,1,1472,1,1,1,3,0,1,0,265,260,645,1195,1,1
0,28,67.79734,0,1,1,100,0,1,1357,0,1,1,2,0,0,1,177,402,1205,2663,1,0
0,31,66.99502,0,0,1,100,0,0,0,0,0,0,1,0,0,0,396,407,1678,491,0,0
2,35,64.46472,0,1,0,100,0,1,967,0,1,1,3,0,1,0,203,397,693,568,0,0
0,40,70.68356,0,0,0,100,0,1,466,0,1,1,3,0,0,1,185,266,673,1183,1,1
2,39,71.92945,0,1,0,90,0,1,1428,0,1,1,3,0,0,1,206,357,709,729,0,0
1,20,103.05486,0,0,1,100,0,0,0,0,1,0,1,0,1,0,559,643,752,709,0,0
0,29,66.48909,0,1,0,100,0,0,2,1,1,0,1,0,1,1,172,418,1304,518,0,0
0,26,74.80239,0,1,1,90,0,1,302,0,1,1,3,0,1,1,331,326,674,2027,0,0
3,38,65.45247,0,0,0,90,0,1,374,0,1,1,3,0,1,0,433,328,862,1144,0,0
0,26,79.70612,0,1,0,100,0,0,155,1,1,0,1,0,1,1,211,457,1622,1187,1,1
3,45,83.67473,0,1,0,100,0,0,0,0,0,0,1,0,1,0,461,252,616,757,0,0
2,35,72.05056,0,1,1,90,0,0,0,0,1,1,3,0,0,1,321,574,919,1362,1,1
0,42,65.0546,0,0,0,81,0,1,291,0,0,1,2,0,1,1,348,330,882,1214,0,0
0,33,112.4031,0,0,0,90,0,0,0,0,1,0,1,1,0,0,370,441,569,1299,1,0
3,50,79.24762,0,0,0,90,0,1,0,1,0,1,1,0,1,0,493,315,1136,1444,0,0
0,43,70.44189,0,1,0,100,0,0,0,0,1,0,1,0,1,0,298,550,1186,883,1,0
1,36,69.58717,0,1,0,100,0,1,119,0,1,1,3,0,0,0,378,414,2983,724,1,1
2,30,105.68083,0,0,0,100,0,0,0,1,1,0,1,0,1,1,434,480,592,1234,0,0
3,49,78.17556,0,1,0,90,0,1,323,0,1,1,2,0,0,1,313,458,719,1154,0,0
3,29,72.07568,0,0,1,100,0,1,0,0,0,0,2,0,1,0,243,526,660,866,0,0
2,39,66.17723,0,1,0,100,1,1,520,0,1,1,3,0,1,1,205,343,1720,1289,1,1
2,43,78.28261,0,0,0,100,0,1,402,1,0,1,3,0,1,1,333,370,1048,788,1,1
2,43,99.29106,1,0,0,90,0,1,8,1,1,0,1,0,0,1,414,596,2167,950,0,0
3,26,60.82913,0,1,0,100,0,0,0,1,1,1,3,1,1,1,211,1008,718,910,1,1
0,35,70.21757,0,0,0,100,0,1,37,1,1,1,3,1,1,0,220,137,2055,680,1,1
3,24,75.76388,0,1,0,100,0,1,1055,1,1,1,3,0,1,0,264,449,698,718,0,0
0,32,69.87549,0,0,0,100,0,1,0,0,1,0,2,0,1,0,438,319,1093,415,1,1
1,40,86.99543,0,1,0,90,0,1,264,0,1,1,3,0,1,1,208,397,1141,1503,0,0
1,42,68.38353,0,0,0,100,0,0,4,0,1,0,1,0,1,0,300,589,1106,952,0,0
0,24,82.30027,0,0,1,100,0,0,771,0,1,1,1,0,1,1,262,546,2365,675,0,0
3,34,66.66781,0,1,0,100,0,1,400,0,1,1,3,0,1,1,255,215,1042,1291,1,1
2,43,80.74421,0,1,0,100,0,1,182,0,1,1,1,0,1,0,278,381,745,894,0,0
1,32,65.9283,0,0,0,100,0,1,111,1,1,1,3,0,1,1,275,338,1113,900,1,0
3,36,66.50266,0,1,0,100,0,1,853,1,1,0,1,0,0,0,309,407,1728,993,1,1
3,32,68.69536,0,0,1,82,0,1,0,1,1,0,1,0,1,0,276,418,706,1074,0,0
3,43,91.75566,0,1,0,100,0,0,1,0,1,0,1,0,1,0,335,568,901,988,1,1
3,37,81.91346,0,1,0,100,0,1,951,0,0,1,3,0,1,0,235,441,874,1383,0,0
2,20,70.28301,0,0,0,90,0,1,523,0,1,1,3,0,1,1,295,531,714,1501,0,0
2,41,72.28045,0,1,0,100,0,0,0,0,1,1,1,0,1,1,320,826,1215,697,1,1
3,27,59.27656,0,0,0,100,0,1,508,1,1,1,3,0,1,1,191,436,739,1229,1,1
3,39,70.52808,0,1,0,100,0,1,36,0,1,1,1,0,1,1,201,282,582,1365,0,0
1,24,75.69747,0,1,0,100,0,1,0,0,1,1,1,0,1,0,278,283,1153,614,0,0
0,25,71.22275,0,0,0,100,0,1,758,0,1,1,3,0,1,0,275,265,806,488,1,1
0,27,75.23775,0,1,0,100,0,0,1464,1,0,0,1,0,1,0,236,611,1268,1154,0,0
2,38,75.25273,0,1,0,100,0,0,25,0,1,0,1,0,0,1,255,279,728,1414,0,0
2,30,87.74693,0,1,0,100,0,0,0,0,1,0,1,0,1,0,355,647,1518,699,0,0
3,27,64.81619,0,1,0,100,0,1,0,0,1,1,1,0,1,0,422,364,1701,817,0,0
3,38,70.77833,0,1,0,100,0,0,5,0,1,0,1,0,1,1,531,789,942,716,0,0
0,37,66.51837,0,1,0,100,0,1,829,0,1,1,2,0,1,0,246,381,1691,950,0,0
0,25,72.12846,0,0,0,100,0,0,0,0,0,0,1,0,0,0,421,1106,1420,711,0,0
1,34,77.4728,0,1,0,100,0,1,19,0,0,1,2,0,1,0,452,570,870,750,0,0
0,26,60.93867,1,1,0,100,0,0,0,0,1,0,1,0,1,0,309,438,788,587,0,0
3,38,92.8042,0,0,0,100,0,1,8,0,1,1,3,0,1,0,329,454,661,650,0,0
1,30,66.21931,0,1,0,100,0,1,1484,0,1,1,3,0,0,0,425,649,907,895,1,1
1,27,93.04997,0,0,0,90,0,1,0,0,1,0,1,0,1,0,266,326,1799,1449,0,0
1,34,82.04028,0,1,0,90,0,1,816,0,1,1,3,1,1,0,211,278,841,778,1,1
0,33,81.38768,0,0,0,100,0,1,339,1,0,1,2,0,0,0,315,440,776,893,1,1
3,35,100.82087,0,1,0,90,0,0,25,0,1,0,1,0,1,0,543,514,817,755,0,0
0,39,73.85262,0,1,0,90,0,1,1802,1,1,1,2,0,1,0,313,401,743,894,0,0
1,40,81.69859,0,1,0,100,0,0,5,0,1,0,1,0,1,0,418,460,1006,1051,0,0
3,33,88.03181,1,1,0,100,1,1,1174,0,0,1,2,0,1,0,236,283,694,547,1,1
0,24,65.05165,0,0,0,100,0,1,178,0,0,1,3,0,0,1,287,439,472,1109,1,1
2,47,60.59007,1,1,0,100,1,1,333,0,1,1,2,0,1,0,481,671,646,1364,0,0
2,27,84.36582,1,0,0,100,0,1,1467,0,1,1,1,0,1,0,238,223,1360,704,0,0
1,36,82.68853,0,0,0,90,0,1,466,0,1,1,2,0,0,0,212,523,698,996,1,0
0,35,67.22789,0,1,0,100,0,0,0,0,1,0,1,0,1,0,520,681,955,696,0,0
3,38,70.44177,0,1,0,100,0,1,0,0,1,1,3,0,1,0,258,434,1703,1019,0,0
3,21,89.74639,0,1,0,90,0,1,429,0,1,1,3,1,1,0,274,436,1293,642,1,0
1,34,78.47376,0,1,0,100,0,0,0,0,1,0,1,0,1,0,180,482,870,754,0,0
2,36,74.64063,0,1,0,100,0,0,47,0,1,0,1,0,1,0,401,597,2467,975,0,0
1,30,72.21493,0,0,0,90,0,1,22,1,0,0,3,0,1,1,263,611,804,841,1,1
3,31,79.91986,0,1,1,90,0,0,2,1,1,1,3,0,1,0,296,289,569,550,0,0
2,29,99.93155,0,0,0,100,0,0,0,0,1,0,1,0,1,0,270,459,652,1155,0,0
0,28,87.04308,0,1,0,100,0,1,0,0,1,0,2,0,0,0,232,513,795,1018,0,0
1,41,56.82896,0,0,0,90,0,1,3,1,1,1,1,0,1,0,443,389,1098,796,0,0
0,27,69.97952,0,1,0,100,0,1,315,1,1,1,2,0,1,0,357,388,710,1316,1,1
0,34,79.36888,0,0,0,90,0,1,677,0,1,1,3,0,0,0,249,304,617,582,1,1
2,27,54.66271,0,1,0,90,0,1,0,0,0,1,2,1,1,0,243,710,680,1719,1,0
3,31,71.60217,0,0,0,90,0,1,145,1,0,0,3,0,1,1,439,471,1447,504,0,0
2,37,80.94884,0,0,0,100,0,1,12,0,1,0,1,0,0,1,370,559,2237,939,0,0
0,28,71.84322,0,1,0,100,0,1,0,0,1,0,2,1,0,1,293,233,719,706,0,0
2,23,68.93855,0,1,0,90,0,0,20,0,1,1,1,0,1,0,311,630,834,596,1,0
2,37,70.23675,0,0,0,100,0,1,41,0,1,0,2,0,0,0,297,433,1570,1330,0,0
3,26,71.12711,0,1,0,100,0,0,7,0,1,0,1,0,1,0,308,477,2779,535,0,0
2,39,129.15634,0,1,0,90,0,0,322,0,1,1,3,0,1,0,561,571,1776,798,0,0
0,34,75.05739,0,1,0,100,0,1,808,0,1,1,3,0,0,1,143,267,1534,864,1,1
1,34,69.74028,0,1,0,90,0,0,0,1,1,1,1,0,1,1,416,480,1044,621,0,0
3,40,63.9603,0,1,0,90,0,1,796,0,1,1,3,0,0,0,329,476,845,933,1,1
3,36,110.94481,0,1,0,100,0,0,0,1,1,0,1,0,1,0,290,440,1060,1082,0,0
3,42,70.94279,0,1,0,90,0,1,778,0,1,1,3,0,1,0,433,449,1156,556,1,0
0,30,86.08821,0,1,0,100,0,0,10,0,1,0,1,0,1,1,347,546,937,611,0,0
0,30,76.34283,0,1,0,100,0,1,1645,1,0,1,2,1,1,0,244,423,955,714,1,1
3,25,65.13198,0,1,0,90,0,1,578,0,1,1,3,0,1,0,233,484,1349,772,1,0
1,38,68.1484,0,1,0,100,0,1,0,0,0,1,3,0,1,0,238,482,519,1279,1,1
1,23,70.5784,0,1,1,100,0,1,7,0,1,0,1,0,1,1,289,373,939,1343,0,0
3,33,73.06512,0,1,0,100,0,1,0,0,1,1,3,1,1,0,346,216,728,933,1,1
1,28,84.58549,0,0,0,90,0,0,0,1,0,0,1,0,1,0,674,492,632,559,1,0
2,26,72.57611,0,1,0,90,0,0,745,0,1,0,1,0,1,1,419,473,810,598,0,0
0,37,55.53816,0,1,0,90,0,1,386,0,1,1,2,0,1,1,304,322,787,853,1,1
3,38,71.09963,0,1,0,90,0,1,144,0,1,1,3,0,1,1,467,237,595,722,0,0
3,32,82.15225,0,1,0,100,0,0,0,0,1,0,1,0,1,1,326,485,782,1498,1,1
1,32,73.10573,0,1,0,100,0,1,469,1,1,1,1,0,1,0,222,543,1147,636,1,0
0,32,102.5471,0,0,0,90,0,0,0,0,1,0,1,0,1,0,394,790,1000,726,0,0
0,27,74.05177,0,0,0,100,0,1,214,0,1,1,3,0,0,1,384,329,980,1044,1,1
0,33,87.4261,0,1,0,100,0,1,453,0,1,1,3,0,1,1,332,262,1494,593,1,1
2,42,74.8879,0,1,0,79,0,1,591,0,1,0,3,0,1,0,473,361,687,1222,0,0
0,23,82.1884,0,1,0,100,0,1,483,0,1,1,3,0,1,0,277,198,668,661,0,0
0,36,88.53702,0,1,0,100,0,0,1636,0,1,1,1,0,0,0,433,260,642,1006,1,0
1,28,70.55528,0,1,0,81,0,1,977,0,1,1,3,0,1,1,387,359,970,922,1,1
0,35,64.3792,0,0,0,100,0,1,792,1,1,1,1,0,1,0,239,314,703,657,1,1
3,44,73.19183,0,1,0,81,0,1,346,0,1,1,3,0,1,0,435,318,1471,513,1,1
3,21,98.70669,1,1,0,100,0,1,359,0,1,1,3,0,1,0,295,536,687,1315,0,0
3,25,68.95597,0,1,0,100,0,0,0,0,1,0,1,0,1,0,277,492,688,772,0,0
2,20,59.89311,0,1,0,100,0,0,10,0,1,0,3,0,1,0,270,271,1309,617,0,0
3,39,71.52052,0,1,0,90,0,1,381,0,1,1,2,0,1,0,216,340,720,2177,1,1
2,40,73.76525,1,1,0,100,0,1,1284,0,1,1,3,0,1,0,397,335,962,577,0,0
0,25,72.35743,0,0,0,100,0,0,736,1,1,1,3,0,1,0,458,300,745,1151,1,1
2,27,69.27883,0,0,1,100,0,0,0,0,1,0,1,0,1,0,537,563,2426,878,0,0
0,35,81.80905,0,1,0,90,1,1,849,1,1,1,2,0,1,1,347,310,712,1595,1,1
0,44,57.01033,0,0,0,100,0,1,10,0,1,0,1,0,0,0,247,403,1486,954,0,0
2,28,74.87627,0,0,0,100,0,1,108,0,1,1,2,0,1,0,246,580,738,532,0,0
1,30,105.04845,0,0,1,100,0,0,0,1,1,0,1,0,1,0,361,380,884,947,0,0
0,33,78.18964,0,1,0,81,0,1,823,0,1,1,3,0,1,0,227,382,950,971,0,0
0,22,77.92933,0,0,0,100,0,1,0,0,0,1,1,0,0,0,466,482,2316,593,0,0
2,39,69.6596,0,1,0,90,0,1,177,0,1,1,3,0,1,0,247,383,759,727,0,0
0,27,75.79052,0,0,0,90,0,0,0,0,1,1,2,0,1,0,462,438,623,888,0,0
0,41,76.60685,0,0,0,100,0,1,1410,1,0,1,3,0,0,1,254,673,563,691,1,0
1,32,100.08853,0,0,0,100,0,0,0,0,1,0,1,0,1,1,442,559,594,423,0,0
1,25,71.01485,0,0,0,100,0,0,0,0,1,0,1,0,0,0,389,839,1032,516,0,0
1,38,88.08811,1,1,0,90,0,1,1290,0,1,1,3,0,1,1,187,494,983,693,1,1
0,31,80.87374,0,0,0,90,0,1,249,0,1,1,3,0,0,0,610,543,1385,992,0,0
0,40,75.57212,0,1,1,100,0,1,97,0,1,1,3,0,0,1,420,278,1667,558,1,1
2,31,60.94273,0,0,0,90,0,1,18,1,1,0,2,0,1,1,554,387,755,1493,0,0
2,35,65.01393,0,1,0,100,0,0,394,0,1,0,1,0,1,1,482,357,544,1045,0,0
0,29,80.91714,0,1,0,100,0,1,625,1,1,0,2,0,1,1,394,343,624,773,1,1
3,33,70.51064,0,1,0,100,0,1,848,1,1,1,2,0,1,1,267,418,654,744,0,0
3,35,66.5887,1,1,0,100,0,1,610,0,1,1,3,0,1,0,360,399,685,844,0,0
3,32,65.9854,0,0,1,100,0,1,445,0,1,1,1,1,0,0,244,395,1493,833,0,0
2,38,86.56147,0,1,0,100,0,0,4,0,1,0,1,0,1,0,230,551,1612,807,0,0
3,29,81.41833,0,1,0,100,0,0,0,0,0,0,1,0,1,0,375,736,692,452,0,0
3,40,65.53346,1,1,0,90,0,1,1109,0,1,1,2,0,1,1,246,362,1154,1218,0,0
3,34,76.17617,0,1,0,90,0,1,773,0,1,1,3,0,1,0,144,221,574,746,1,1
2,26,60.34215,0,1,0,100,0,1,95,1,1,1,3,0,1,1,253,318,560,984,0,0
0,35,79.98373,0,1,0,91,1,1,821,1,1,1,3,0,0,0,214,361,873,551,0,0
